,Text,Label
3953,@berrynawal انت حرام تحكي اصلاً,0
3954,@DimaSadek @LBCI_NEWS @JeanFeghali تشكري جداً بنت اصول,1
3955,"RT @hadikhalill: @DimaSadek نظرا لحماقة الدماغ المركب عجسمك
يستحق منشورك الضحك بشكل يضاهي البكاء",0
3956,@Alkafi_13 @DimaSadek ما خصا ديما صادق، هيدا حرية رأي و تعبير، ما فيك تمشي العالم عزوقك و إذا ما عجبك رأي غيرك تصير… https://t.co/erRqex3Xob,1
3957,@berrynawal يسلم تمك,1
3958,@berrynawal الله يعطيكي العافية نحنا منساندك اهل طرابلس معك الله يقويكي,1
3959,@DimaSadek يا هبلة لو مناصرين الحزب ترك من تحت ما بضل حدا,0
3960,@DimaSadek لك العمى بقلبك العمى .. لك شو نوع الحقد يللي معجونة فيه انتي ؟؟ لك خافي على أمك على اهلك على عيلتك من ال… https://t.co/F01MWf9vmR,0
3961,@DimaSadek يا كذابة يا مجوية تفوه عليكي,0
3962,@DimaSadek سلامه ائلبك ديما,1
3963,"@Rouba_moussawi @HadiiiHammoud @DimaSadek الصحافة سلطة رابعة.
ما رح اشرح اكتر، ويكيبيديا بتساعدكم.",1
3964,@DimaSadek ♥️♥️♥️طرابلس هي منطقتي وبلدي وهويتي ونا اعتز وافتخر بكي ياسيدة ديما انك من موطني,1
3965,@DimaSadek بنصحك تشوفي حكيم نفسي. الهيأ صاير عندك صدمة بصغرك. تفووو عليكِ يا واطية,0
3966,@yumnafawaz @rayaelhassan مش كل واحد بيكتب معلومات أكيدة باول التويت بتصير أكيدة اذا عندك اثبات انشريه حاج تكذبوا عالعالم.,1
3967,@Jessicaazar بعتقد الشعب اللبناني عبر عن رغبتو انو تسكتي وقتا ما نتخبك !!,1
3968,@najkassem @DimaSadek انت اعلاميه ؟؟ من اين اتيت بعشرة سنوات التيار في الحكمً؟؟ ميشال عون في الرئاسة منذ تشرين 2016… https://t.co/h5oEizLKue,1
3969,@DimaSadek اول شي قال عن العهد مش الحكومة،تاني شي ماخصك !�,1
3970,@DimaSadek انقبري  سدي بوظك,0
3971,@yumnafawaz @General_Aoun بس تكبري شوي بتبقي بتنتقدي الجنرال عون يلي معو شهادات قد طولك,0
3972,@berrynawal @ghadifrancis كلنا منحبك نوال، بس خليكي صادقة و موضوعية و ما تنجري ورا السطحيات.. فكري بينك و بين حالك… https://t.co/fcIt3jsWXB,1
3973,@yumnafawaz المهم المضمون يا شاطرة,1
3974,@DimaSadek انشالله مفكرة السيد متابعك وعم وجه كلامو إلك ولك نحنا منرد عليكي منتسلى ومنضحك عليكي  �� والصورة حلوة كتير �,1
3975,@DimaSadek مرات يا ديما بتعجبني تغريداتك ���هيدي حلوة,1
3976,@kwack_b @DimaSadek ما حدا ماسكك، خدي الهوية يلي بدك ياها، ما بحياته كان في اجماع على هوية موحدة في شبه الوطن هذا، بلا هالحكي الفاضي.,1
3977,@DimaSadek @washingtonpost @georges_ghorra قولك متل بولك ست ديما ��‍♂️,0
3978,"RT @NaderAsmar: بكل صراحة @LbciLebanon 
كانت وين ما كان ونقلت الصورة بكل موضوعية 
عنجد الLBCI #نحنا_معك
وكل مراسلين الLBCI يعطيكن الف عافية…",1
3979,@DimaSadek @alislim124 الله يرض عليك على الصبح الي متل خليتك .. يا اختي مين ما كان اكون.. بلا فتنة و انضبي,0
3980,@DimaSadek كلي هو يا ديما صادق عيب عليك,0
3981,@DimaSadek انتي طفيلية تعتاشين على القاذورات,0
3982,@yumnafawaz اطلب  منك ان تكوني صحفية ولو لمرة واحدة مع اني اشك,1
3983,@DimaSadek @LbciLebanon @LBCI_NEWS @JeanFeghali كل صرمايتنا على ديما صادق الشرشوحة ...,0
3984,@DimaSadek يا حنونة قشعر بدني يا بيبي أهل النبطية ما بشرفن وحدة متلك�,1
3985,@yumnafawaz طيب يا فصيحة لما مشيتي شو التغيير اللي حسيتيه؟؟�يعني ما في ثورة ما في شتائم ما في غناء ورقص وعربدة ما ف… https://t.co/PBvcRTYTtk,1
3986,@DimaSadek واو ديما واو خبّرك جوزاف عون قائد الجيش  بتفصيل لقاؤه مع الرئيس اوف شو قوية اتاريكي عالمية عا كل المستويات,1
3987,@yumnafawaz السيد اذا بتريدي وهوي خط احمر وللي مش عاجبو يبلط البحر,1
3988,@yumnafawaz يا عاهرة حجة مريضة تعبت قعدوها على الكرسي,0
3989,@yumnafawaz @saadhariri ��� شكلك شئ فاشل جدا,0
3990,@DimaSadek انو عم بتهاجميهون شو بدك يهدوك بارفان وشانيل,1
3991,@Fatima73611466 @DimaSadek اكتر وحده فاضحه لسياسسيين و بتحكيم بجرأة. .. #كلنا_ديما_صادق,1
3992,@DimaSadek انتي محترمة كتير ومثال الاخلاق والأدب!!! جد انتي بتشوفي يلي بتكتبيهن وبتسمعي يللي بتقوليهن!!! ولا حسب ال… https://t.co/SStvtjoIjE,1
3993,@DimaSadek @LBCI_NEWS انشالله بتسلمي اكيد فاتحة عزاء عندك بالبيت,1
3994,@feras_al_nibras @DimaSadek بتستقيل من الحياة وما بيستقيل فخامة الرئيس,1
3995,@DimaSadek في شتي قوي حيصير ...حتسبح هالسيارات طولي بالك,1
3996,@DimaSadek لشو ؟ شاطرين علي غيره. يا عيب الشؤم عليكم.,1
3997,@DimaSadek ديما هيدي أمنياتك و أحلامك يلي عم تكتبي عنا ، بس أطمني لح تبقى أحلام.,1
3998,@DimaSadek كفى استفزاز #لبنان_ينتفض,1
3999,@DimaSadek الجيش جيش الوطن، كل الوطن، منو جيش بيك ولا بيي، منو جيش الحرب الاهلية، تركوا الجيش بيعرف شو يتصرف و كفوا عنو بذور الفتنة.,1
4000,@yumnafawaz @General_Aoun فشرت يا بشعة,0
4001,@yumnafawaz المشكلة انو بطل النا عين نسب حدا لهيك ما رح نرد عليكي.,1
4002,@KazwiniM @yumnafawaz الرأي والرأي الآخر .... الساحة عامة وللكل ومنا حكر عحدا طبلتيلنا راسنا بحرية التعبير,1
4003,@DimaSadek @washingtonpost @elopezgross هيدا اللي بدك اياه وصلتيلو انو تكتبي بالالواشنطن بوست بس بكرة بشخوا عليكي ل… https://t.co/WTyOe9VtkF,0
4004,@DimaSadek طولي بالك بعدنا بي أول طريق يا دومدوم,1
4005,@DimaSadek القائد ديما كاذب.....����‍♂️,0
4006,@yumnafawaz شو سخيفة  لأ و واطيه كمان .,0
4007,@DimaSadek يعني تحوير المعركة من أهدفها الحقيقية لمعركة ضد سلاح حزب الله هو ضربة للحراك,1
4008,@DimaSadek والفساد صار بألف خير كمان �,1
4009,@yumnafawaz سكري تمك يا فوفي,1
4010,@Jessicaazar معك حق جيسيكا عقبال محاكمة كل الزعماء و يفوتوا عل الحبس بارادة المواطنين,1
4011,@yumnafawaz إذا متظاهرين من جمهور المقاومة بتسمين مجموعة فش خلقك ليه هول ما عندن مطالب ومش موجوعين والله بس اللي عم يرقص ويسكر موجوع,1
4012,@DimaSadek عقبالك.. تستقيلي من الاعلام وتوقفي ع المجلى..,0
4013,@DimaSadek حلقتي شواربك اليوم؟!,0
4014,@DimaSadek شو واطية اللة يشرشحليك امك لتعرفي كيف ببهدلو الام يا واطية,0
4015,@DimaSadek يا مريضة موتي,0
4016,@DimaSadek أولاً لو تتكلمي بأدب الاسم السيد حسن نصرالله . حضرتك ما عندك مشكلة بالحواجز والسلاح لأن هذا السلاح بيشبه… https://t.co/3HEtx5057b,1
4017,@joey_gs__ @yumnafawaz صراحة ما كان ناقصنا عير فيلسوفات آخر زمن #le_cancre_de_la_classe,1
4018,@yumnafawaz سخيفة فعلا ، وكمخة,0
4019,"بدكن تنجح الثورة؟ خلّو #ديما_الواطية دايما trending.

@DimaSadek",0
4020,@Jessicaazar وجهك عالوج  ما أنتِ اكتر وحدة طائفية وأنتِ بحكيك كلو ما بتمثلي غير حالك تضربي بهالخلقة,0
4021,"RT @androaline12: لو نانسي السبع بتطلع ع بيتها بيكون أحسن
راس الفتنة
الجديد دكانة
 #لبنان_ينتفص",0
4022,@Maha_Fayad1NNN @peoplebelarabi @joellebouyounes واو شو محبوبة�����,1
4023,@DimaSadek @josephinedeeb عن جد يا ديما ما عندك جنس الموضوعية العهد ايمتى لحق يسرق عيب ولو,1
4024,@DimaSadek حيقبرك مش مطولة ... انبسطي بفجرك,0
4025,@DimaSadek لو اعرف ليش بتكرهيه هالقد وحاقدة عليه اكيد مش لان مصلحة البلد غيرو نتفوا البلد...غريب,1
4026,@DimaSadek ما بتقدري الا تكوني زبالة,0
4027,@NicoleHajal @amanie_geha بكرا بس تاكلوا لحم بعض ابقي قولي مبسوطاااااععععععععع,1
4028,@DimaSadek انا رايي المتواضع اذا بكون في حكومة حيادية فعلا لازم تكوني احد اعضائها,1
4029,@yumnafawaz @adelkaram9 @ProtestsLebanon تخايلي خصص وقت لأحضرك � شو خالصة بالمرة انت �,0
4030,@DimaSadek يا ريت بتخرسي يا حيوانه يا راس الفتنه انت,0
4031,@yumnafawaz طبيعي ما تفهمي خطاب فخامته بأبعاده اذا قدراتك العقلية ما بروحو أبعد من المونتاج!!,1
4032,@DrBasselSaleh @DimaSadek وانتي يا #ديما_الواطية حلي عن سما ثورتنا يا فاسدة,0
4033,@DimaSadek يا ديما وين المليون اليوم كان فيه كم سوري بس,1
4034,@Jessicaazar عم تركبي الموجة تاخرتي لأن الموجة جرفتكن,1
4035,"RT @mohamadMidriss1: ديما صادق اشرف منكو ومن اللي خلفكو انتو اللي واطيين يا عبدت الفاسدين والحرامية
@DimaSadek ❤
#كلنا_ديما_صادق",1
4036,@yumnafawaz @adelkaram9 @ProtestsLebanon متألقه بمعنى الكلمه�,1
4037,@Jessicaazar كما انك تثبتين بأنك إعلامية موضوعية ومستقلة وتحبين وطنك لأن ما كتبتيه يتطابق مع ما كتبته قبله. الف تحي… https://t.co/rj9nkKCa5Q,1
4038,@Emar09139339 @elissakh @yumnafawaz بعيد ما اكلو اتلي من جماعة بري اجا الجيش وبعدن عن المظاهرة .ما في عدالة #لبنان_ينتقض #لبنان__يثور,1
4039,"@DimaSadek عشان هيدي مناسبة لبنانبة مش حزبية يا بهيمة 
و بعدين كلي خرى يا عاهرة الكرة الارضية",0
4040,@DimaSadek شكرا ديما من القلب ❤,1
4041,@DimaSadek هيدي لعبة صغيرة من الحراك الفتنوي بس فشرتو,1
4042,@DimaSadek روحي نضبي يا واطية,0
4043,@DimaSadek اه طلعتو انتو جماعة الحمامات النقالة��������,1
4044,@yumnafawaz انتي لو بتزبطي لسانك الأعوج ، يللي ما في كلمه بتطلع صح .......,0
4045,@yumnafawaz بشرفك يمنى اسكتي شوي وبلا ما تزايدة ع كلام السيد والله قرفنا,0
4046,@yumnafawaz هلق ضروري انه كل واحد طلع عا الشاشة يكون بيفهم، يقطع عمرك رملاء أفهم منك.,0
4047,@DimaSadek انتي بلا مخ ، هاي خلاصة ❤❤,0
4048,"@yumnafawaz حمارة بنت ستين كلب
حابب اشتمك اكتر بس اخلاقي ما بتسمحلي لانك بتموتي بالشتيمة
مش هيك؟",0
4049,@yumnafawaz @rayaelhassan صحتين اكلتو اتلة مرتبة وان شا الله لي جاية اكتر,0
4050,"@yumnafawaz @LebISF @rayaelhassan ناطرين لبعد مظاهرة عين التينة
أمانة تكوني اول وحدة هونيك وما تنسي تاخدي نوال بري معك",1
4051,@DimaSadek هيدا بمثل حالو مش من جماعة حدا#ديما _فساد,1
4052,@NicoleHajal سبحان الله ماقوى من النساء اذا اذا شافو الظلم عن الف مليون رجال          الله ينصرها,1
4053,@NicoleHajal @LbciLebanon صباح الخير السيدة نيكول اطلب منكم توصيل رسالتي الى الناس التي انتفضت ضد الظلم على ان تتوح… https://t.co/pJFohR172f,1
4054,@DimaSadek اسى انتي عم تدافعي عن الشعب و عن لبنان يعني؟ شو قدمتي انتي ل لبنان؟ هيت لنشوف,1
4055,@berrynawal يا حنونة,1
4056,"@yumnafawaz @saadhariri وشو بديلك يا كليوباترا
انا ضد الطبقة الفاسدة
الحراك بلا إطار وما فيه توحيد للمطالب
ماذا بعد ؟",1
4057,@DimaSadek جاوبناكي يا ارهابية .. انضبي بقى العما ما بتستحي,0
4058,@DimaSadek مرة حكيتي انو تعرضتي للتنمر لانك كنتي مسلمة بمدرسة مسيحية بالاشرفية. ف شكلك يا ديما بعدك معقدة من الصغر… https://t.co/me9WJ45ptj,0
4059,@Jessicaazar يا بنت الناس مش لقنو  ستقال صار رجل دولة ستقال لانو في شعب رفض هذه السلطة وبس ....,1
4060,@berrynawal تضربي بهالمودال,0
4061,@AbbasKanso13 @DimaSadek واطية عن التخللف و الجهل و غسل الدماغ,0
4062,@DimaSadek المحزن يا ديما أنكم نسيتم السارق والناهب الذي سرق البلد وجمع المليارات قصورهم وطائراتهم الخاصة وشركاتهم… https://t.co/kQiVMiBOZK,1
4063,@DimaSadek ليش صباطك معفن ومجوي كثير وسخ قرفتيني �,0
4064,@ABYsbSzVjxYhB3g @DimaSadek هيدي هبلة مش مهضومة (( مبسوووووطة)) هههههههه,0
4065,@DimaSadek من مين سرقتيها منعرفك حمقاء يا #ديما_الواطية,0
4066,@yumnafawaz عنجد انك غشيمة,0
4067,@yumnafawaz @General_Aoun انتي عم تحكي يا ام نص لسان روحي انطمي,0
4068,"@DimaSadek ديما صادق تأكدي انّو كمان انتي ما رح فيكي تركبي مَوجة الثّورة ، لَو شو ما عملتي.
خليكي عم تقدمي نشرات ال… https://t.co/UndPkKjeSu",0
4069,@DimaSadek @FaresHalabi ان شاء الله بيقبر قلبك �,0
4070,@yumnafawaz كل التضامن معك❤️,1
4071,@yumnafawaz @rayaelhassan العمى ما اقرفق,0
4072,@yumnafawaz هيدي اثما كماخة,0
4073,"الساحة للكل في ناس مع وفي ناس ضد 
ومش مقبول توصيف نانسي السبع نوع من السلميين واخر همجيين https://t.co/1Lnvodma4P",1
4074,@yumnafawaz @asadabukhalil مجموعة خيالية وان وجدت بتمثل نفسا وبس,1
4075,"@DimaSadek محي التويت احلى ما يطلعلك هاشتاغ ����
#ديما_الكذابه",0
4076,@yumnafawaz غبية وسطحية وسخيفة,0
4077,@ali_silia @DimaSadek يلعن يلي رباك,0
4078,@DimaSadek اخرسي ولي عنزة #ديما_الواطية,0
4079,@DimaSadek @ayattali حذاء السيد اشرف من راسك,0
4080,"@DimaSadek خبريتك الهدف منعا استهداف اسم محبوب شعبيا"" وكلامه كلو مصداقية هو غسان سعود",1
4081,"#نانسي_السبع بهنيكي على مهنيتك وحرفيتك والوعي الاعلامي برافو ..�
@sabehnancy",1
4082,@yumnafawaz عنجد انك وحدة بلا ادب وبلا اخلاق ...,0
4083,@DimaSadek @ziennashar انشالله الله معكن,1
4084,@yumnafawaz انت من اي فصيلة؟,1
4085,@ALJADEEDNEWS جيد من نانسي السبع انها في لحظة الفوضى لم تعطي إليك و لأي أحد حتى لا يثار احد,1
4086,@yumnafawaz بدك دعوسة,0
4087,@DimaSadek عن جد انك كمخة,0
4088,@DimaSadek انتي ولائك للبنان � ما بصدقك انتي ولاءك مين حجمه اكبر وهلق ولائك للسعودية ومن قبل السودان ومصر بتختلف ال… https://t.co/rv3zlKuXIt,1
4089,@samarabukhalil  عندنا يقين انك تعيشين صراع في داخلك حول ما يمارسه مراسلو الجديد من تجاوزات بحق المقاومة وسيدها . و… https://t.co/PMmO0cUAvv,1
4090,@DimaSadek طرابلس تدعوك ولك فيها محبين. https://t.co/eUzrZ10BN8,1
4091,@SahaR_bei @DimaSadek هي مقاولة ثورات . بتبيع وبتشتري بأرواح الناس,1
4092,@DimaSadek  المطلوب رفع الحصانة عن الوزراء والنواب لكي يلاحق كلّ من تصلّط على المال العام في لبنان، وأن لا يكون هناك أي عاءق !,1
4093,@yumnafawaz العمى ما ابشعك لا جمال ولا منطق,0
4094,@berrynawal شو موجهنة��‍♀️,1
4095,@berrynawal ما تزعلي نوال بس الهيئة بعد صباط ٤٧ امبارح صرتي عم بتشوفي صح ان شاء الله تكتمل الصورة قدامك,0
4096,@DimaSadek معش تقولي حزب الله يا كلبة البدو يا وسخه معش تحكي يا فتنجية لو في رجال يضبوكي فلتانة وعم تكبي حكي من عند… https://t.co/ctXo5kDhDN,0
4097,RT @star2009__: @DimaSadek كلن يعني كلن والشمطاء ديما الشرشوحة اتفه منن كلن,0
4098,@yumnafawaz فرجينا شاطرتك بالالقاء حبيبتي !,1
4099,@DimaSadek جايي ديما جمالي محل الحريري ورح توزر صهرا,1
4100,"نانسي السبع، دايما بتعطيني بشارة أمل ما بعرف ليه، يمكن لأنها رفيقة الكاميرا بالظروف الصعبة والمواقف التاريخية @sabehnancy
#لبنان_ينتفض",1
4101,"@DimaSadek بعد الاعتداء على الضاحية:
 جمهور المقاومة: بانتظار كلمة قائد المقاومة. 
ديما:  رئيس جمهورية يحدد مصيرنا.… https://t.co/RN9hG165q3",1
4102,@DimaSadek ولي شخاخه ما فشرتي يقبرك !! ولي ديما إنت كبيرك شيه موريس يقبرك و يمشي بجنازتك ولك آيه موريس تبع بيوت الد… https://t.co/t5ciekfqBU,0
4103,@DimaSadek اذا في مجال تتركي العالم بحرية رأيها بدون قمع ونحنا منحترم رأيكن,1
4104,@pierrebbeirut @DimaSadek انا معك بس هي عم تكب فتنة و متل ما شفت حكت عن السيد و عن الكل الا زعيمها شو ناطر من الناس… https://t.co/FbpbIJeMVO,1
4105,@DimaSadek روحي الله يسمّ بدنك ناقصو نهاري قرف أنا اليوم ..,0
4106,"@yumnafawaz @LebISF @rayaelhassan فهم فقراء وردت فعلهم تحترم لأن المتظاهرين قطعوا بارزاقهم!
بتسلم عليكي المادم وبتخ… https://t.co/HZRCbDzC9O",1
4107,@yumnafawaz @saadhariri ما زبطت معك as usual ! خيطي بغير مسلة,1
4108,@yumnafawaz ولك والله عيب عليكي. والله لتصيري مضحكة للعالم بس تكبري . جلجوقة,0
4109,@DimaSadek نشالله بيقبرك كلك مش بس قلبك,0
4110,@DimaSadek يقطع هبلك شو حمارة,0
4111,@yumnafawaz ام نص لسان نسيتي حاللك يا ام بكر البغدادي,0
4112,@RichardNassour @Malak1997K @DimaSadek بعتقد صرنا واعين بما فيه الكفاية لنقدر نميز بين السراق والمفسد وبين يلي عم ي… https://t.co/eSRPZ4bdGB,1
4113,@DimaSadek روحي نامي يا بلوطه,0
4114,@DimaSadek كم انتي قبيحة ايتها الملعونه,0
4115,@DimaSadek نورت طرابلس بامرأة حرة ❤️,1
4116,@DimaSadek الجيش بدو يدعس راسك وراس كل اللي متلك للي بكبو فتن,0
4117,@DimaSadek انشالله بيقبرك و يريح البشرية منك. لولا سلاح المثاومة يا عميلة كنتي هلق عم تنباعي بسوق داعش و النصرة . ر… https://t.co/d9dQO7VNVE,0
4118,@yumnafawaz @MokhtarGhazzawi انت كتير عليكي تعيشي ب لبنان ، فروقي و انضبي و بلا  عيشانك يا شاطرة انت,0
4119,@sabehnancy نحنا منعرفك شريفة يا نانسي السبع..ما تغطسي معهم ..ما حدا عم يخوف حدا ويرهبه..ما تستغلوا ظرف لمصالح سفارات,1
4120,@DimaSadek انو عنجد هلق شيلو المزح مين هي ديما صادق (الواطية) ليكون في مناطق بلبنان بإسمها! منطالب بتغيير اسم نهر ا… https://t.co/DV8G4Mu9Bh,0
4121,@DimaSadek نزلي كلي اتله,0
4122,@joellebouyounes مبسوطين فيكي مشلفه نحنا ... احلى ما تكون متآمره وواطيه �,0
4123,يا جماعة خلونا نعمل اكل على الطريق او نجيب اكل للجيش اللبناني الي صرلو من الصبح واقف على الطرقات. #دمعة_وطن… https://t.co/V5PxVxyjcC,1
4124,@DimaSadek من قلب طرابلس السلام منحبك و منحترمك❤️,1
4125,"RT @zorkovm: @BonkersLebanese @DimaSadek في ناس الصبح بتوعی ع فيروز و فنجان قهوه
ديما صادق بتوعی ع عقدۃ حزب اﷲ وفوق هيك بتاخد حبۃ منع .الفهم",0
4126,@yumnafawaz لك انتي المسخرة بذاتو,0
4127,"@ali_shoeib1 خلي دمدومي تشوف ديعان هالطلعه مبارح ����‍♀️�‍♀️
@DimaSadek",1
4128,@DimaSadek انت لازم يكبرو عليكي جماعة داعش ههههه والله لا يكيفوا هههههههه,0
4129,@yumnafawaz مريضة مريضة يمنى فواز  مريضة���,0
4130,@DimaSadek اتركيهن ديما يبينو على حقيقتهم طالما كلنا انهم اوسخ وانذل الناس  ما حدا يصدق  وصدقو كذبه الدجل  تبع جندي ايران,1
4131,@DimaSadek حقيرة من بلادي #ديما_الواطية,0
4132,@JamalCheaib قناة الفجور . نانسي السبع مؤلفة روايات كاذبة من الطراز الركيك,1
4133,@DimaSadek كلكن يعني كلكن,1
4134,@DimaSadek اذا غضبت منك الشياطين، فاعلم انك على حق.,1
4135,"@DimaSadek #ديما_الوطنية ✊⚘
ويا جبل ما يهزك ريح https://t.co/1uil1cTb0v",1
4136,@Eagle_eye78 @DimaSadek كل يلي صار لهلق ما اسمها ثورة، اسمو كارمس.,1
4137,@DimaSadek الله يقويكي يا ديما �,1
4138,@berrynawal بزقة قليل عليكي  تفة,0
4139,@DimaSadek @josephinedeeb @AkikiJoyce التصرفات تدل على انه بعيد كل البعد عن الفن اللبناني. لا تعليق على قلة الاخلاق.,1
4140,"@DimaSadek أكاد اجزم بانه قد تم اختيارك البديل عن ماريا معلوف  لعمل فتنه بعد ما احترق كرتها
#ماريا_معلوف_الشيعه",1
4141,@DimaSadek عاهرة وبتحكي بالشرف,0
4142,@dianamoukalled @DimaSadek لم يتعودو على رؤية المرأة تعبر عن نفسها بحرية ويكفي ان كل هذه المظاهرات وهذه الحشود لم ت… https://t.co/81ZGRjAFDA,1
4143,@DimaSadek شخي ونامي وابكي ابل ما تنامي,0
4144,@DimaSadek @LBCI_NEWS @JeanFeghali ليش الهجوم عليها؟ هي عم تقرأ المقدمة فقط. منها صاحبة المحطة ولا المسؤولة عن الكتابة.,1
4145,@DimaSadek انتي مسطولة شي او بتسطليها!!,0
4146,@DimaSadek هوي مش قابر قلبك بس وداعس بقلبك,0
4147,@NadimKoteich @DimaSadek يا  ريت انت بتعيرنا سكوتك ..لان الي معها بس يشوفوك عم تدافع عنها بيتركوها ..انت متل الاربعا بنص الجمعة ..�so,1
4148,"@joellebouyounes متل كعب صباطك 
شعب رتش",1
4149,@DimaSadek والله والله صار في مقالي بالواشنطن بوست ! هلق مع صحن تبولة و مقانق و رقاقات مع المقالي بيطلع اطيب غدا !,1
4150,@berrynawal بدك صباط ٤٤ احسن.... قولي من الاول,0
4151,@DimaSadek الرد سريع وغير متوقع. وين حسن المسردب يرد على الثوار الاحرار . حبيت لبنان اكثر اكثر لانكم تكبرو القلب وتفرحو . الله يحفطكم شباب,1
4152,@LbciLebanon @DimaSadek و مين كاينة يعني ديما صادق اوففف و اذا نزلت على المظاهرة شو هل خبر القوي تروح تبيع جزدان من جزادينها بتعيش ١٠ عيل���,1
4153,@DimaSadek الهي يقبر قلبك �,0
4154,@Tarekhmeid @joellebouyounes اهضم ممثلة���,1
4155,"@DimaSadek ������
شي بيقهر ما هيك. يا فاشلة يا ديما",0
4156,@DimaSadek @josephinedeeb الي صار عيب وقلة تهذيب معك حق,1
4157,@NicoleHajal عيب هلكلام من إعلامية خلص كلو صار مكشوف الإعلام متورط,1
4158,@DimaSadek ديما صادق بيلبقلك التمثيل اكتر,1
4159,@DimaSadek @LBCI_NEWS شكلك ما بتعرفي شو هو المعنى الحقيقي للحزب والانتماء... خيطي بغير مسلّة..,1
4160,@DimaSadek عيب ديما حبيبتي اني بعرفك افهم من هيك شو وجعك حكيني عنو بركي بقدر ساعدك �,1
4161,RT @ZakhemF: @DimaSadek هاهاهاهاها عن جد انك هبيلة ���� ابكي بترتاحي ���,0
4162,"@DimaSadek #ديما_الممسحة 

متعي نظرك بعلم الحزب والناس لبدا اياه وبتحبه 

بالمناسبه يا ديما هول بس شويييي 
يييي لو… https://t.co/yM0Wi738HQ",0
4163,"@Ramadan31588535 @DimaSadek @diyaahdr كل الاحترام لك ولكلامك
للعلم لا اتابع ديما
ما هو تعريف الانحياز؟
طالما انه لا… https://t.co/IaCoDYXcJs",1
4164,@DimaSadek ديما روحي غطي الحدث ب ادلب بيمشي حالك,1
4165,@DimaSadek @Hussein47085887 ديما الشرشوحة أديش قابضة.,0
4166,@yumnafawaz ما بتستحي عحالك انتي وحدة شبر ونص ما بتعرف تلفظ حرف عم تحكي عن الالقاء انتحرة احسنلك,0
4167,@yumnafawaz @DaouMark وتذكرت يمنا فواز حد كلية العلوم  ذكريات,1
4168,@yumnafawaz ��� جميل جمال.. ما له مثال ��,1
4169,@yumnafawaz @rayaelhassan العميد يمنى فواز يضع خطة امنية لحماية المتظاهرين وتطالب الوزيرة ريا الحسن يلي هي عم تدعي… https://t.co/fXL9Boopyg,1
4170,@DimaSadek يلعن شرفك شو بلاعه.  واطية,0
4171,@DimaSadek الدجالة #ديما_الواطية https://t.co/HXaZ3adYzs,0
4172,@DimaSadek يا بنت الحرام انضبي,0
4173,@DimaSadek ب شرفي ابيخ منك ما في عم تعملي جو قصدك بكلمة خيو يعمي قلبك شو سميكة,0
4174,@ritasawaya3 @DimaSadek بتجيب البهدلة لحالا  بهالحركات الاستفزازية.,0
4175,"@DimaSadek ولن نتوقف عن كوننا أحرارًا
#لبنان_ينتقض",1
4176,@yumnafawaz @rayaelhassan ليه ما بتحكي عن الزعرنات اللي صارت مبارح؟ منحازة ومنك موضوعية واعلامية فاشلة,0
4177,@DimaSadek @BassamAbouZeid انا بطرابلس بجبلك معي زنود الست او حلاوة الجبن,1
4178,@AhmadBallout15 @DimaSadek يعني قبل او بعد القسم لايران اللي حاليا عم تجرب تبيعكم مقابل تفك الحصار عنها,1
4179,@DimaSadek العمى بعيونك وبقلبك ما اوقحك نص الكرة الارضية مبزقة عليكِ وما بتنضبي وبتستحي . #ديما_الواطية  اذا شتت الدنيا شرف بتوقف ع الطرف,0
4180,@yumnafawaz @HusseinHamade3 يا افعى يا ام نص لسان عندك مصدقية انت عيب هيك اهلك ما ربوكي ما خص حزب الله هول لبلدية و… https://t.co/K6Qq9DioNl,0
4181,@yumnafawaz عصفور عل شجرة بما لا تشتهي السفن طلع البدر علينا,1
4182,@DimaSadek لك أنتي اوطى وحدي فيهن كلن كيف ما برمت الموجة بتلحقيها,0
4183,@Aly38486516 @joellebouyounes منرفع راسنا فيكي. بطلة. كلنا معك,1
4184,@yumnafawaz أنت شو بتجي للجنرال. شو تاريخك؟ تاريخك عدم الأخلاق وقلة المعرفة والهبل يا هبلة. روحي تثقفي بالقبل. تفه على هيك مستوى,0
4185,@joellebouyounes انا نغرمت فيكي جويل,1
4186,@DimaSadek كملي مباين وجعتيون كتير وما تسمعي للشتائم وما تردي غير عالافكار بفكرة.قلوبنا معك #لبنان_يثور #نصر_الله_واحد_منهن #ديما_صادق,1
4187,"@DimaSadek راح العلم ليرفرف فوق راسك ويعطيك شوية عز وكرامة 
يا عيب الشوم الناس وين وانت وين.ما في مطرح للفتنه الا ومحتله الصدارة فيه",0
4188,@sfeirsamir @SafaaMokbel2 @berrynawal @AkikiJoyce صحيح مقرفه بوجودك,0
4189,"@DimaSadek السيد حسن نصرالله ان شاء الله بضل قاهرك وكايدك وإذا بدك لاعن بي لخلفك يِقطع عمرك ولك انضبي بقاااا .
كلن… https://t.co/oc6CSUa9C9",0
4190,@DimaSadek @AhmadBallout15 انشالله تكوني انتي لي سامعة فيا� بلكي بتنضبي شوي,0
4191,@yumnafawaz سخيفة مثل المحطة تبعك الرءيس عزاسك �,0
4192,@Brown_Sailor14 @DimaSadek هلا ديما هيدا صورة معبرة الك مكانك الطبيعي,1
4193,@DimaSadek ليكي ولي نحن اكبر من انو نبعت حدا.... نحن مننزل ومنقلك جماعة الحزب نازعلي تدعس بنص قلبك وتقصلك لسانك من لغاليغو....,0
